,string,position
2011,цыі канфіскавалі бол,13
2012,ьна адведзеных і,7
2013,ага банкаўскага абс,5
2014,вах еўрапарламенту вяр,12
2015,авы знаходзіліся на,8
2016,авы палескага дзя,7
2017,авы уладзіслава кав,12
2018,раў беларусі анд,9
2019,раў краін ес,7
2020,раў краін еўр,7
2021,раў літвы аўд,8
2022,юць вырашэнню гэт,9
2023,чак беларусі і,9
2024,ных пытанняў пам,7
2025,ялі сваё існ,7
2026,ніў дзейнасць бел,6
2027,вак тэа і,5
2028,аць кампазіцыю з,10
2029,піс уваходзяць ўжо,8
2030,амі беларускіх гра,9
2031,ным мерам нац,5
2032,ала першай у,5
2033,ала студэнтка чац,8
2034,ных клубаў пан,6
2035,ане ап'янення зат,4
2036,ане самым дал,5
2037,ане справай гон,7
2038,цца атрыманне мак,9
2039,чых тэндэнцый ў,8
2040,ану знешняга ган,6
2041,мся ўлічваць у,6
2042,рую таблічку і,8
2043,ыня камітэта зон,9
2044,най справаздачнасці па,12
2045,аць першым кро,5
2046,аць спецыялістам у,11
2047,іць подпіс цяп,5
2048,ння сумесных пра,7
2049,нні сумесных пра,7
2050,іях кіравання зне,9
2051,уры абумоўленую сум,8
2052,уры падманвалі і,8
2053,нем гэтага год,5
2054,ені гэтага год,5
2055,"ені склала 1,9",7
2056,тка вучыцца ў,5
2057,тка трэцяга кур,6
2058,тка чацвёртага кур,8
2059,ных нацыянальных кас,10
2060,язі сярэдняя зар,7
2061,суд беларусі пры,9
2062,овы разглядзе яго,9
2063,най пастанове сав,10
2064,ным выпускам лек,5
2065,ных прадпрыемстваў з,11
2066,ных прадпрыемстваў па,11
2067,іся ўстойлівым пер,7
2068,нне замежнай экс,7
2069,ікі офіса ммм,4
2070,аць лукашэнкі ес,9
2071,аць смяротнага пак,8
2072,аць якіх дзе,6
2073,ўны характар дзе,7
2074,аць нашай агу,5
2075,ную заклапочанасць пры,10
2076,ныя парушэнні сва,9
2077,ныя эканамічныя сан,10
2078,ных мерках пак,5
2079,эла беларускамоўных люд,14
2080,хія малочныя сум,7
2081,рах транспартнай інф,6
2082,еры грамадскага хар,8
2083,еры сацыяльных пас,8
2084,еры транспарту і,6
2085,эне ажно пяц,7
2086,ябе адзенне са,7
2087,ябе адчувалі чэх,9
2088,ябе лічыць важ,5
2089,роў беларускую вед,9
2090,нюю зарплату ў,9
2091,няй заработнай пла,5
2092,ная зарплата скл,9
2093,няя заработная пла,9
2094,няя зарплата на,9
2095,няя зарплата раб,9
2096,няя зарплата скл,9
2097,няя тэмпература скл,12
2098,нім атрымлівалі 370,7
2099,нім складзе кал,10
2100,ета пройдзе ў,6
2101,ння вашай ува,5
2102,ння ніхто ўжо,8
2103,ння прадэманструю гле,15
2104,нал адносна таг,7
2105,ыкі прагназуюць у,11
2106,кіх афіцыйных асо,8
2107,кіх інвестараў вык,7
2108,кія кампаніі пла,8
2109,кія лекі пра,5
2110,рыю цікавіць бел,7
2111,рыя вывучаюць маг,9
2112,рыя плануюць зан,8
2113,рыя хоча вып,7
2114,рыі ваэль аль,6
2115,эме аналізу зне,6
2116,эмы кіравання вал,9
2117,цыя зусім змя,7
2118,ады сярэднямесячная тэм,12
2119,кой магчымасці наш,10
2120,ама адзначаюць узм,10
2121,ама адкрывае нов,10
2122,ама атрымала пер,9
2123,ама беларусь і,9
2124,ама будуць зап,5
2125,ама былі пры,5
2126,ама міністры абм,7
2127,ама павінны пры,7
2128,ама падзякаваў бел,8
2129,ама пасылае вел,9
2130,ама прадугледжвае рас,15
2131,ама прадугледжвае скл,11
2132,ама святлоадбівальных эле,15
2133,ама сірыю цік,5
2134,ама ўзяла пер,6
2135,кія дзеянні суп,7
2136,кія запыты з'я,5
2137,там таксама зая,8
2138,там таксама ўзя,8
2139,аму сумневаў у,8
2140,аму сёння пра,5
2141,аму экалагічна чыс,10
2142,аму яны не,6
2143,ныя калектывы пра,10
2144,чым конкурсе бол,5
2145,аць значным дад,6
2146,то яна хут,3
2147,ькі пытаннем еўр,7
2148,оны бульбы з,5
2149,дыі была ўст,7
2150,ныя сезонныя рэй,7
2151,ымі сродкамі ў,6
2152,рлн рублёў за,8
2153,тры градусы цяп,6
2154,эба гэта змя,5
2155,яга курса фак,5
2156,цяе месяца і,5
2157,ты будзеш шка,4
2158,тым ліку і,5
2159,тым ліку інф,5
2160,тым міністр зам,7
2161,ыс. налепак з,7
2162,ыс. рублёў пас,8
2163,ячу гадоў буд,7
2164,цца абодвух бак,6
2165,цца мінскіх тэр,5
2166,нні паведамілі аб,7
2167,афе існуе руб,7
2168,ных званкоў і,9
2169,май якога быў,6
2170,ура было ўся,7
2171,ура склала кал,7
2172,ныя рэкорды кра,7
2173,эмы навукі был,7
2174,акт усклалі на,8
2175,таў дзмітрыя кан,7
2176,ова перавесці сро,9
2177,рыю еўрасаюза і,10
2178,ыях абедзвюх кра,6
2179,рыі беларусі адк,9
2180,нне спецыялізаванага бан,15
2181,ага ўніверсітэта сня,13
2182,іям ураджай зас,9
2183,гіі прамога пас,8
2184,у абноўлены чор,5
2185,у адным з,2
2186,у адпаведнасці з,7
2187,у апошнія сем,4
2188,у асноўным у,5
2189,у афіцыйнай зая,6
2190,у банкаматы ў,8
2191,у беларускую эка,7
2192,у беларускім нар,7
2193,у беларусі быў,7
2194,у беларусі ско,7
2195,у беларусі суп,7
2196,у беларусі іду,7
2197,у беларусі ў,7
2198,у белых сук,3
2199,у большасці ням,7
2200,у брэсце і,4
2201,у бягучым год,5
2202,у вакуумнай упа,3
2203,у верхнядзвінскім раё,11
2204,у вызваленне пал,8
2205,у выніку выб,3
2206,у выніку гал,3
2207,у выніку гэт,3
2208,у выніку пра,3
2209,у выніку яго,3
2210,у галіне ўкл,7
2211,у гродне пас,4
2212,у гэтай пра,3
2213,у гэты пер,3
2214,у гэтым лет,3
2215,у гэтым пла,3
2216,у далейшым нац,5
2217,у дачыненні да,7
2218,у даі спа,4
2219,у другім паў,6
2220,у камітэт ска,7
2221,у камітэце мін,7
2222,у канцы мес,6
2223,у конкурсах пры,3
2224,у конкурсе пры,3
2225,у лагістычнай кам,8
2226,у лепельскім раё,3
2227,у лютага 201,3
2228,у лютым 201,3
2229,у лютым бел,3
2230,у лютым зар,3
2231,у лютым прэ,3
2232,у лютым у,3
2233,у многіх кра,4
2234,у мяне не,5
2235,у мяне ёсц,5
2236,у мяне ўсё,5
2237,у міжнародным кон,8
2238,у мінскай воб,3
2239,у мінску был,3
2240,у мінскім мет,3
2241,у нацбанку гэт,6
2242,у нацбанку звя,6
2243,у нацбанку так,6
2244,у нацыянальнай вал,8
2245,у нацыянальнай і,8
2246,у нашай кра,3
2247,у памяць аб,3
2248,у параўнанні з,8
2249,у парламенце на,6
2250,у парушэнні між,7
2251,у першую чар,3
2252,у першым паў,3
2253,у першых дат,3
2254,у перыяд адп,5
2255,у песенным кон,3
2256,у праблеме выз,7
2257,у праводзіцца ў,6
2258,у рамках цяп,3
2259,у рэальным сек,4
2260,у рэалізацыі пад,8
2261,у рэчыцы п'я,3
2262,у сваю чар,5
2263,у сваёй вну,4
2264,у сваёй воб,5
2265,у сельскай гас,3
2266,у снежні 201,4
2267,у студзені гэт,4
2268,у студыі гук,4
2269,у сувязі з,3
2270,у сферы тра,4
2271,у сярэднім на,5
2272,у такіх кон,5
2273,у тэракце ў,5
2274,у ходзе віз,3
2275,у ходзе доп,3
2276,у цяперашні час,5
2277,у школе нас,4
2278,у якасці пры,2
2279,у якой зая,4
2280,у якой мін,4
2281,у якой усё,4
2282,у якім мне,4
2283,у якім пав,4
2284,у якіх адз,4
2285,у інтэлектуальным кон,11
2286,у іншыя кра,2
2287,ана каля 11,7
2288,сці мараторый на,9
2289,сці новыя сан,5
2290,есь народ раз,7
2291,іць традыцыйныя сез,10
2292,нні дадатковых сан,10
2293,зел непасрэдна ў,10
2294,лам карэйскага кап,7
2295,амі якога з'я,6
2296,ніц нацыянальнага фін,10
2297,ужо перадаваў тэл,11
2298,ужо прыступіла да,11
2299,ужо толькі па-,5
2300,ння мінеральных угн,9
2301,ўшы гэтую мер,5
2302,нне можа быц,5
2303,нне ашчадных пра,7
2304,ння дыпламатычнага ціс,12
2305,іць кантроль за,9
2306,нем рэальных пра,6
2307,чае разгляд у,9
2308,ючы сухія мал,7
2309,мір някляеў ліч,8
2310,мір някляеў раз,8
2311,мір сямашка адз,7
2312,ава кавалёва атр,9
2313,ава кавалёва буд,9
2314,ава кавалёва кам,9
2315,ава кавалёва пач,9
2316,ава кавалёва і,9
2317,ава кавалёву і,9
2318,ады беларусі як,9
2319,кам нацыянальных аса,10
2320,кам палітыкі сац,7
2321,кам росту спа,5
2322,ючы адсутнасць у,7
2323,нне стасавацца з,10
2324,сці каля 10,7
2325,ння інфармацыі бел,10
2326,ены беларускі лід,9
2327,цца менавіта ў,9
2328,рад абяцае пра,8
2329,жай застаецца на,9
2330,усе дзяўчаты з’я,9
2331,усе меры нац,5
2332,юць мемарыял у,10
2333,усё будзе лёг,5
2334,усё гэта трэ,5
2335,усё паказвала на,7
2336,усё ўпіраецца ва,8
2337,уус гомельскага абл,5
2338,ляў тэатралізаванае пра,15
2339,чна дэзінфармуе між,13
2340,эта банкаўскай спр,5
2341,эта беларуска-расійскага ўні,17
2342,эта менеджменту бел,5
2343,онд заклікае бел,10
2344,нал уяўляў тэа,8
2345,але конкурсу 26,5
2346,але міжнароднага кон,10
2347,алу міжнароднага між,10
2348,вай піраміды сяр,9
2349,вым плане ўзр,6
2350,вых аперацый і,8
2351,выя арганізацыі для,11
2352,дны красавік у,10
2353,ала ўпэўненасці ў,6
2354,тар дзеянняў з,6
2355,елі сябе ліч,7
2356,дзе візіту бел,7
2357,дзе допытаў кір,5
2358,дзе праведзенай спе,8
2359,оць нейкія асн,5
2360,оць па-беларуску не,12
2361,оча выпускаць лек,10
2362,хто хацелі сяб,7
2363,чэй увесці мар,6
2364,ных сродкаў аба,6
2365,яны франтон пры,9
2366,кам замяніць вор,9
2367,ела уладзіслава кав,12
2368,туе віцэ-прэм'ера бел,14
2369,ага офіса ў,4
2370,гне пакаранне штр,9
2371,пер становіцца атр,8
2372,пер убрана кал,7
2373,яга візіту ў,7
2374,няй кіраўніка нац,12
2375,шні красавік не,8
2376,ных плашчах з,6
2377,плы красавіка выд,12
2378,лым красавіцкім днё,10
2379,ці каля 350,6
2380,іць беларускае дзі,9
2381,аго патрабуе ад,10
2382,няў пачынаць адп,7
2383,век атрымалі ран,7
2384,век загінуў і,7
2385,ека аан вык,4
2386,ека аан яшч,5
2387,ека з'яўляецца адн,9
2388,аму літоўскі бок,7
2389,аму яны гав,6
2390,аму яны мне,6
2391,ргу дзіцячага і,8
2392,ргу начальнік адд,7
2393,ргу пажаданні наш,9
2394,ргу супрацоўнікі укд,10
2395,час займацца тво,8
2396,час сірыйскія лек,7
2397,ста рухаемся дзе,5
2398,ату выканання пал,9
2399,ату выканання рэй,9
2400,тка жылога дом,7
2401,тка канкурсантак пра,11
2402,тцы іншых сек,4
2403,ёра сяброў не,8
2404,ага курса віц,5
2405,ула вельмі дзі,5
2406,ула толькі рас,5
2407,чые справы зна,7
2408,чым беларуская мов,7
2409,чым гэтыя рэк,5
2410,чым плануюць звя,8
2411,чым яна мян,6
2412,тая бульба буд,5
2413,ючы біблію ў,5
2414,чыя дзейнасць рас,6
2415,эхі пасля 196,8
2416,кая мова ды,5
2417,кая мова ліч,5
2418,кая мова мёр,5
2419,нец паказаць не,9
2420,олы былі ням,7
2421,лях перамагчы сво,12
2422,хам арганізацыі пра,11
2423,мат маіх сяб,5
2424,шоу знаходзіліся ў,8
2425,мен дзмітрый нов,7
2426,што амбасадарам ес,11
2427,што беларуская мов,9
2428,што беларускі бок,9
2429,што беларусь зна,9
2430,што большасць пат,5
2431,што буду ўдз,5
2432,што гэта не,5
2433,што гэта нен,5
2434,што гэты пас,5
2435,што гэты пра,5
2436,што дачакаемся час,9
2437,што еўрапейскі саю,9
2438,што калі бел,7
2439,што калі вы,7
2440,што кожны бел,5
2441,што крызіс у,6
2442,што кіраўнікі мзс,12
2443,што любяць сва,5
2444,што літоўскі бок,7
2445,што лічыць сяр,5
2446,што мяне зац,7
2447,што нават за,7
2448,што найлепшы шля,8
2449,што наступным раз,8
2450,што новыя куп,5
2451,што павінна ста,7
2452,што падобныя пар,7
2453,што падпісвае смя,8
2454,што падчас раз,8
2455,што поўны пер,5
2456,што праблема пра,9
2457,што правільны адк,6
2458,што прынятыя мер,8
2459,што прысуд у,8
2460,што рада еўр,5
2461,што разгляд спр,5
2462,што распіванне алк,10
2463,што рускія скр,5
2464,што складае 370,9
2465,што смяротныя пры,8
2466,што сітуацыя ў,8
2467,што тычыцца мін,5
2468,што тэмпература ў,12
2469,што чэшская мов,5
2470,што шэраг эка,5
2471,што яе не,5
2472,што яны вел,6
2473,што яны здз,6
2474,што ўстанаўліваецца ў,9
2475,раг еўрапейскіх дзя,9
2476,раг эканамічных пак,10
2477,агу беларускіх гра,9
2478,чна чыстай пра,5
2479,чна чыстая бул,5
2480,ага земляробства пры,10
2481,ага факультэта бел,11
2482,ага ўніверсітэта мар,13
2483,най бяспекі па,8
2484,чны пасыл кра,7
2485,ных паказчыкаў све,7
2486,ныя санкцыі ес,5
2487,ікі рэспублікі кар,8
2488,сіі карэйскага біз,7
2489,рты кампаніі вал,8
2490,нне хаты не,5
2491,таў будынка муз,7
2492,ных стратэгіях кір,9
2493,тан расказала пра,10
2494,ныя прыгажуні дэф,10
2495,нае суправаджэнне зам,13
2496,ная карпарацыя паў,10
2497,рыя чыжа і,7
2498,я адказала ран,7
2499,я буду раз,3
2500,я бываю ў,5
2501,я была дру,3
2502,я ведаю пры,3
2503,я вельмі доб,3
2504,я вучуся пра,5
2505,я даволі хут,5
2506,я заўважыла з,6
2507,я магла адр,6
2508,я магу цал,3
2509,я ніколі не,5
2510,я прыехала ўпе,5
2511,я цалкам упэ,6
2512,я чула вел,3
2513,я яе дзі,2
2514,я яе нід,3
2515,я ўрэшце сус,4
2516,яго абгарадзілі мет,4
2517,яго загінулі 15,7
2518,яго прыведзены ў,8
2519,най бяспекі і,8
2520,яе 79-гадовы бац,9
2521,яе адваротным бак,8
2522,яе высадзілі бол,4
2523,яе дзіўнай зус,5
2524,яе нідзе не,7
2525,яе поўнай адм,5
2526,як адзначыла свя,7
2527,як адзначыў пра,7
2528,як гэта ско,4
2529,як добра жыв,4
2530,як мага хут,4
2531,як можа пад,4
2532,як паведамляў тэл,11
2533,як паведамілі на,6
2534,як паведамілі тэл,6
2535,як перадаваў тэл,10
2536,як раней пер,6
2537,як распавялі ў,11
2538,як растлумачылі тэл,10
2539,як сябе адч,6
2540,як ужо пер,5
2541,як яны гав,5
2542,сці аналізу ввд,6
2543,сці прыкладу віц,6
2544,кая пайшла да,5
2545,ога з'яўляюцца гра,9
2546,кое можа быц,5
2547,кой заяўляў пра,9
2548,кой мінчукі маг,10
2549,кой стаіць под,6
2550,кой усё буд,6
2551,кую будуць мал,5
2552,які адпачываў 18,11
2553,які аказвала на,6
2554,які атрымаў ука,9
2555,які атрымаў хоц,9
2556,які знаходзіцца з,8
2557,які праходзіў ў,8
2558,які пройдзе 22,6
2559,які пройдзе 24,6
2560,які стане сам,6
2561,які сёлета про,7
2562,кім забаронены ўез,9
2563,кім ставіцца ў,6
2564,імі яна бач,6
2565,кіх адзін чал,7
2566,кіх дзейнічаюць сан,6
2567,кіх уведзеныя сан,6
2568,кія адбыліся ў,9
2569,кія адмыслова і,10
2570,кія датычацца зак,7
2571,кія дзейнічаюць у,6
2572,кія любяць усё,5
2573,кія маюць дач,5
2574,кія маюць кан,5
2575,кія пацвярджаюць суп,12
2576,кія прагаласавалі за,14
2577,кія прадугледжана пак,11
2578,кія прадугледжваюць заб,11
2579,кія працуюць са,8
2580,кія самі зна,5
2581,кія суправаджаліся ўст,13
2582,кія ўзялі апя,6
2583,кія ўносілі гро,6
2584,яму камфортнае існ,8
2585,яна бачыць нав,5
2586,яна вырасла на,5
2587,яна засталася без,10
2588,яна мяне зац,7
2589,нкі купалы алё,7
2590,яны ажыццяўлялі гэт,12
2591,яны будуць заг,5
2592,яны вельмі доб,5
2593,яны дэманстравалі гле,14
2594,яны застаюцца зак,9
2595,яны здзейснілі тыя,7
2596,яны павінны нак,7
2597,яны прыпісвалі дзя,8
2598,яны раптам пра,5
2599,яны расказалі наш,10
2600,яны рэгламентуюць атр,13
2601,яны сапраўды пач,8
2602,яны таксама буд,8
2603,сны паралельны пал,9
2604,сны сігнал бел,8
2605,эек выявіліся фак,5
2606,шчэ адзін кро,7
2607,ён таксама дад,7
2608,ён імгненна пай,7
2609,сць магчымасць зар,8
2610,сць супрацьлеглая пра,12
2611,і абласных эта,5
2612,і абмен інф,5
2613,і абслугоўванні зне,8
2614,і абсталяваных мес,10
2615,і адначасова вяд,9
2616,і аднаўлення дыя,8
2617,і адэкватным ста,7
2618,і анатоля тар,6
2619,і антывірусныя лек,7
2620,і аранжавых тан,4
2621,і артыстычнага май,8
2622,і аховы нав,4
2623,і беларускі дух,7
2624,і будзем пра,3
2625,і вакальныя тал,5
2626,і восем атр,3
2627,і вызваліць усі,3
2628,і вызначэння дал,8
2629,і вытворчасці нав,6
2630,і вышэйстаячых кір,10
2631,і вячэрнім убр,5
2632,і вісагінскай аэс,7
2633,і грашова-крэдытнай пал,6
2634,і гэта мож,3
2635,і гэта раз,3
2636,і дзмітрыя кан,5
2637,і журы сва,5
2638,і завалоданне гра,7
2639,і заклікаў ула,6
2640,і замарожванне іх,7
2641,і замежнай вал,5
2642,і запаліць све,7
2643,і заявы бел,4
2644,і здаровага хар,6
2645,і зніжэннем зне,4
2646,і калі вы,5
2647,і калінінградскай ата,11
2648,і кампазітар з,8
2649,і кантролю за,7
2650,і катаванні пал,7
2651,і кіравання ім,7
2652,і латвійскімі пра,6
2653,і любы раз,3
2654,і лясной гас,6
2655,і літвой па,6
2656,і літвы пра,6
2657,і многія ёй,4
2658,і мова жыв,3
2659,і мужчынскія шка,6
2660,і мінскай абл,3
2661,і мінскі раё,3
2662,і мінфін буд,6
2663,і мінфінам пар,6
2664,і накіраванне ў,9
2665,і нацбанк бел,6
2666,і нацыянальны бан,8
2667,і падала адп,5
2668,і падрыхтоўку пра,9
2669,і пайшоў па,6
2670,і палітыцы бяс,5
2671,і палітычных пра,7
2672,і параалімпійскіх збо,3
2673,і пасля пры,6
2674,і пачаць раз,5
2675,і пачні гав,6
2676,і пачуццё гум,8
2677,і паўсюль чул,6
2678,і плануем у,6
2679,і плодаагародніцтве вад,11
2680,і польскую мов,3
2681,і правёў пер,6
2682,і праграмнага заб,7
2683,і праезду пеш,5
2684,і прыватызацыі бел,10
2685,і прыватызацыі дзм,10
2686,і пяці сел,5
2687,і радам мяс,3
2688,і рады еўр,3
2689,і радыяцыйнай аба,8
2690,і разлічвае на,6
2691,і разлічыць сва,8
2692,і самастойна выв,8
2693,і служачых скл,4
2694,і сувязяў з,3
2695,і сувязі сяр,3
2696,і супрацоўніцтве ў,8
2697,і сферы сац,4
2698,і сірыя выв,3
2699,і сірыя пла,3
2700,і сірыя ў,3
2701,і таму я,5
2702,і творчым нум,4
2703,і творчыя здо,4
2704,і трэба гэт,4
2705,і тыя ж,3
2706,і уладзіслава кав,10
2707,і уладзіслава кав,10
2708,і фактычна дэз,6
2709,і фінансавай ста,5
2710,і хімічных сро,5
2711,і цягне пак,3
2712,і шоумен дзм,6
2713,і эканамічны пас,8
2714,і эканамічныя сан,8
2715,і электразабеспячэнне хат,17
2716,і электронныя нос,8
2717,і яе 79-,3
2718,і яны сап,2
2719,і інтэлектуальнае спа,11
2720,і іншыя гар,2
2721,і ірана ў,4
2722,і ўзгаднення пры,8
2723,і ўладальніцай тыт,6
2724,і ўнесці ў,4
2725,і ўрада ўда,4
2726,і ўсталяваць пас,9
2727,і ўстойлівую дын,5
2728,уць следчыя мер,6
2729,ім вярнуцца да,7
2730,нна пайшоў пад,8
2731,імя янкі куп,4
2732,імі свае мар,7
2733,раў выказалі жад,5
2734,ары гатовы пры,7
2735,тва беларусі з,9
2736,ымі магчымасцямі эка,8
2737,ныя магчымасці бел,8
2738,раў паказчыкаў ввд,7
2739,тах мінімізацыі рыз,11
2740,най эканомікі рэс,8
2741,в'ю чэшскай пер,5
2742,сці кіраўнікоў пра,12
2743,цыі беларускага мзс,9
2744,цыі намесніка ген,7
2745,шым тэхналогіям ура,10
2746,ымі міжнароднымі арг,10
2747,шых сектараў для,5
2748,шыя краіны снд,7
2749,ран абсталявання і,8
2750,нія выступіць пад,5
2751,іх вызваленне ста,9
2752,іх кожная ўдз,4
2753,іх крытычнасці з,7
2754,іх прыдатныя да,7
2755,іх цікавіць у,6
2756,іх чакала сем,6
2757,ў адміністрацыі прэ,11
2758,ў адпаведнасць з,7
2759,ў адраджэнне нац,8
2760,ў афіцыйным пав,6
2761,ў беларусаў гіс,7
2762,ў беларускім мзс,5
2763,ў беларускім пер,7
2764,ў беларускіх апт,7
2765,ў беларусь да,7
2766,ў беларусі был,7
2767,ў беларусі маг,3
2768,ў беларусі няч,7
2769,ў беларусі рас,7
2770,ў беларусі спе,7
2771,ў будучыні пла,5
2772,ў вольны час,3
2773,ў выкананне смя,7
2774,ў выкананне смя,7
2775,ў выкананне смя,3
2776,ў выкананне смя,7
2777,ў выкананне суд,7
2778,ў выпадку неа,3
2779,ў выходныя дні,5
2780,ў вёсцы бар,3
2781,ў віцебскім абл,3
2782,ў галіне ахо,7
2783,ў галіне ядз,5
2784,ў грамадскім мес,6
2785,ў гэтым год,3
2786,ў гэтых кра,3
2787,ў дачыненні да,7
2788,ў дзейнасці гро,7
2789,ў другім паў,4
2790,ў заяве кам,4
2791,ў зварот пас,6
2792,ў знешнім ган,4
2793,ў каго не,5
2794,ў канцы сак,6
2795,ў капенгагене абм,8
2796,ў капенгагене зак,8
2797,ў красавіку скл,6
2798,ў крытычнай сіт,6
2799,ў любы мом,5
2800,ў лютым гэт,3
2801,ў літве абм,6
2802,ў межах клі,3
2803,ў межах сяр,3
2804,ў месцах адп,3
2805,ў многіх кра,4
2806,ў мяне пав,5
2807,ў мінску адб,3
2808,ў мінскім мет,3
2809,ў міністэрстве эка,8
2810,ў набыццё акц,8
2811,ў некаторыя бан,7
2812,ў непадрыхтаваную гле,13
2813,ў п'яным выг,4
2814,ў падтрымцы кра,7
2815,ў палоне кан,5
2816,ў памяць аб,3
2817,ў параўнанні са,8
2818,ў патрыятызм без,9
2819,ў пачатку xix,5
2820,ў першым паў,3
2821,ў першыя два,3
2822,ў пошуку фор,3
2823,ў прысутнасці на,6
2824,ў пытанні буд,5
2825,ў пытанні сан,5
2826,ў рабоце з,5
2827,ў разрэзе сек,6
2828,ў рацэ 6,5
2829,ў саўмін і,6
2830,ў сваіх дзе,5
2831,ў свядомым ухі,6
2832,ў сеул 16,3
2833,ў сеул дыр,4
2834,ў спецыяльна адв,7
2835,ў стане алк,4
2836,ў стане ап',4
2837,ў статутным фон,6
2838,ў структуру дву,8
2839,ў студзені скл,7
2840,ў сувязі з,5
2841,ў сферах тра,4
2842,"ў сярэднім 5,8",5
2843,ў сярэднім атр,5
2844,ў сярэднім на,5
2845,ў сярэднім скл,5
2846,ў сістэме ана,6
2847,ў сітуацыі ў,6
2848,ў творчым кон,4
2849,ў трансгранічным кан,11
2850,ў трусах і,6
2851,ў фармаце блі,6
2852,ў фінале кон,5
2853,ў фінале між,5
2854,ў фінансавым пла,5
2855,ў ходзе пра,3
2856,ў цяжкі мом,3
2857,ў чарговы раз,6
2858,ў частцы інш,3
2859,ў чорны спі,3
2860,ў чэхіі ў,3
2861,ў эканоміцы і,6
2862,ў іран абс,4
2863,ага даі над,5
2864,ымі раней сан,7
2865,сці мараторый на,9
2866,уле слухаю сам,6
2867,нне рэальных сан,6
2868,вёў шэраг еўр,5
2869,каў конкурсу пра,11
2870,каў структуры пад,10
2871,амі ўніверсітэцкіх і,13
2872,ўжо дасягнула ўся,10
2873,ена значна ран,6
2874,іць кантроль за,9
2875,ень намінальнай нал,9
2876,яла першае мес,5
2877,ялі апякунства над,8
2878,яць удзел у,7
2879,ыкі ўносілі ў,8
2880,ады выдаць цел,5
2881,ады занядбалі адн,10
2882,ады маюць нам,5
2883,ады прыпыніць вык,10
2884,ных крыніц эне,8
2885,лік знешніх паз,6
2886,вах ананімнасці еўр,8
2887,ным валютным рын,7
2888,эта вікторыя шац,8
2889,эта марта кол,5
2890,эта марыць аб,5
2891,эта сняжана міх,8
2892,эта хрысціне нік,9
2893,эта імя янк,6
2894,рад беларусі пав,9
2895,аць гэты кан,5
2896,шце сустрэла бел,9
2897,ўсе прэтэнзіі літ,8
2898,ўсе работнікі буд,7
2899,ная часовая таб,7
2900,аць пастаянны мем,9
2901,вую дынаміку абм,7
2902,ўсё было вел,7
2903,ўсё гэта каж,5
2904,ўсё пачалося з,9
2905,сім зямным шар,8
2906,сім свеце апр,6
